prod_cd,prod_descr,country_code,prod_status_descr,npd_launch,long_descr,category_descr,development_descr,sector_descr,segment_descr,brand_descr,subbrand_descr,type_descr,set_sample_cd,team_category_descr,price_segment_desc,thumbnail_url,image_url,color
29592,Precision Brow and Lash Comb,G,Ongoing (N),2017-08-01 00:00:00.000,Precision Brow and Lash Comb,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Make up Brushes,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/295/29592.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/295/29592.ashx?u=0101010000,NULL
29593,Precision Angled Eyebrow Brush,G,Ongoing (N),2017-08-01 00:00:00.000,Precision  Angled Eyebrow Brush,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Make up Brushes,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/295/29593.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/295/29593.ashx?u=0101010000,NULL
29594,Precision Angled Blush Brush,G,Ongoing (N),2017-08-01 00:00:00.000,Precision Angled Blush Brush,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Make up Brushes,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/295/29594.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/295/29594.ashx?u=0101010000,NULL
29595,Precision Double Ended Eyeshadow Br,G,Ongoing (N),2017-08-01 00:00:00.000,Precision Double Ended Eyeshadow Brush,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Make up Brushes,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/295/29595.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/295/29595.ashx?u=0101010000,NULL
29596,Precision Fan Powder Brush,G,Ongoing (N),2017-08-01 00:00:00.000,Precision Fan Powder Brush,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Make up Brushes,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/295/29596.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/295/29596.ashx?u=0101010000,NULL
29597,Precision Concealer Brush,G,Ongoing (N),2017-08-01 00:00:00.000,Precision Concealer Brush,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Make up Brushes,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/295/29597.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/295/29597.ashx?u=0101010000,NULL
29598,Precision Blending Brush,G,Ongoing (N),2017-08-01 00:00:00.000,Precision Blending Brush,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Make up Brushes,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/295/29598.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/295/29598.ashx?u=0101010000,NULL
39965,Pleated Trolley,G,Limited Life (L),2019-01-07 00:00:00.000,Pleated Trolley,Other Category,Global Development,Recruitment Driver / Activity Driver,Bag,Unknown,Unknown,Trolley,REGP,Accessories,Other,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39965.ashx?u=1903310330&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39965.ashx?u=1903310330,NULL
29599,Precision Lip Brush,G,Ongoing (N),2017-08-01 00:00:00.000,Precision Lip Brush,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Make up Brushes,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/295/29599.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/295/29599.ashx?u=0101010000,NULL
29655,Precision Powder Brush,G,Ongoing (N),2017-08-01 00:00:00.000,Precision Powder Brush,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Make up Brushes,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/296/29655.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/296/29655.ashx?u=0101010000,NULL
29674,Precision Foundation Brush,G,Ongoing (N),2017-08-01 00:00:00.000,Precision Foundation Brush,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Make up Brushes,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/296/29674.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/296/29674.ashx?u=0101010000,NULL
31133,Optifresh Kids Toothpaste,G,Ongoing (N),2015-01-23 00:00:00.000,Optifresh Kids Strawberry Toothpaste,Personal Care,Global Development,Oral Care,Toothpaste,OptiFresh,Not Applicable,Toothpaste,REGP,Personal & Hair Care,Oral Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/311/31133.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/311/31133.ashx?u=0101010000,NULL
9588,Foot File,G,Ongoing (N),2006-04-01 00:00:00.000,Foot File,Accessories,Global Development,Beauty Tools,Body & Bath Tools,Non Branded,Not Applicable,Pedicure & Foot Care,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/9/95/958/9588.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/9/95/958/9588.ashx?u=0101010000,NULL
32138,The ONE WP Eye Make-Up Remover,G,Ongoing (N),2015-04-17 00:00:00.000,The ONE Waterproof Eye Make-up Remover,Skin Care,Global Development,Facial Care,Facial Cleansers,The ONE,Care,Eye Make-Up Remover,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32138.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32138.ashx?u=0101010000,NULL
30058,Men's Collection Citrus Tonic EdT,G,Ongoing (N),2014-02-18 00:00:00.000,Men's Collection Citrus Tonic Eau de Toilette,Fragrances,Global Development,Men Fragrance,Male Fragrance,Oriflame Collection,Men's Collection,Male Eau de Toilette,REGP,Men Fragrance,Male Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/300/30058.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/300/30058.ashx?u=0101010000,NULL
30059,Men's Collection Dark Wood EdT,G,Ongoing (N),2014-02-18 00:00:00.000,Men's Collection Dark Wood Eau de Toilette,Fragrances,Global Development,Men Fragrance,Male Fragrance,Oriflame Collection,Men's Collection,Male Eau de Toilette,REGP,Men Fragrance,Male Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/300/30059.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/300/30059.ashx?u=0101010000,NULL
29455,Feet Up PediSmooth,G,Ongoing (N),2017-02-14 00:00:00.000,Feet Up PediSmooth,Accessories,Global Development,Beauty Tools,Body & Bath Tools,Feet Up,Not Applicable,Pedicure & Foot Care,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/294/29455.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/294/29455.ashx?u=0101010000,NULL
29934,Heel Cushions,G,Ongoing (N),2018-02-17 00:00:00.000,Heel Cushions,Accessories,Global Development,Beauty Tools,Body & Bath Tools,Non Branded,Not Applicable,Pedicure & Foot Care,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/299/29934.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/299/29934.ashx?u=0101010000,NULL
32698,Essentials Fairness Multi-Benefit F,G,Ongoing (N),2016-10-11 00:00:00.000,Essentials Fairness Multi-Benefit Face Cream,Skin Care,Global Development,Facial Care,Facial Moisturisers,Essentials,Fairness,Moisturiser,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32698.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32698.ashx?u=0101010000,NULL
32699,Essentials Fairness Multi-Benefit G,G,Ongoing (N),2016-10-11 00:00:00.000,Essentials Fairness Multi-Benefit Gel Wash,Skin Care,Global Development,Facial Care,Facial Cleansers,Essentials,Fairness,Facial Cleanser,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32699.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32699.ashx?u=0101010000,NULL
32700,Essentials Fairness Exfoliating Scr,G,Ongoing (N),2016-10-11 00:00:00.000,Essentials Fairness Exfoliating Scrub,Skin Care,Global Development,Facial Care,Facial Cleansers,Essentials,Fairness,Facial Exfoliator,REGP,Skin Care,Exfoliants and Masks,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/327/32700.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/327/32700.ashx?u=0101010000,NULL
32702,Essentials Fairness Protecting Face,G,Ongoing (N),2016-10-11 00:00:00.000,Essentials Fairness Protecting Face Cream SPF 10,Skin Care,Global Development,Facial Care,Facial Moisturisers,Essentials,Fairness,Moisturiser,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/327/32702.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/327/32702.ashx?u=0101010000,NULL
32703,Essentials Fairness Softening Body,G,Ongoing (N),2016-10-11 00:00:00.000,Essentials Fairness Softening Body Lotion UV Filters,Skin Care,Global Development,Body Care,General Purpose Body Care,Essentials,Fairness,Body Cream,REGP,Skin Care,Body Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/327/32703.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/327/32703.ashx?u=0101010000,NULL
33706,TO EverLasting Precis Conc - LNude,G,Ongoing (N),2018-03-01 00:00:00.000,The ONE EverLasting Precision Concealer - Light Nude,Colour Cosmetics,Global Development,Facial Make-Up,Foundation/Concealer,The ONE,Long Wear,Liquid Concealer,REGP,Colour Cosmetics,Concealer,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/337/33706.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/337/33706.ashx?u=0101010000,NULL
33709,The ONE Pore Minimising Primer,G,Ongoing (N),2018-01-29 00:00:00.000,The ONE Pore Minimising Primer,Colour Cosmetics,Global Development,Facial Make-Up,Other Facial Make-Up,The ONE,Long Wear,Face Primer,REGP,Colour Cosmetics,Foundation,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/337/33709.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/337/33709.ashx?u=0101010000,NULL
34334,Men´s Collection Intense Oud Edt,G,Ongoing (N),2018-04-02 00:00:00.000,Men´s Collection Intense Oud Eau de Toilette,Fragrances,Global Development,Men Fragrance,Male Fragrance,Oriflame Collection,Men's Collection,Eau de Toilette,REGP,Men Fragrance,Male Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/343/34334.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/343/34334.ashx?u=0101010000,NULL
34337,Possess Perfumed Body Spray,G,Ongoing (N),2018-05-14 00:00:00.000,Possess Perfumed Body Spray,Personal Care,Global Development,Deodorant,Deodorants,Possess,Not Applicable,Women Ext Deodorant Spray,REGP,Woman Fragrance,Deodorant,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/343/34337.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/343/34337.ashx?u=0101010000,NULL
33452,Essense&Co. Magnolia & Wild Fig HBW,G,Discontinued (D),2017-10-24 00:00:00.000,Essense&Co. Magnolia & Wild Fig Hand & Body Wash,Personal Care,Global Development,Bath & Shower,Liquid Soap,Essense&Co,Not Applicable,Liquid Hand Soap,REGP,Personal & Hair Care,Soap Liquid,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/334/33452.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/334/33452.ashx?u=0101010000,NULL
33454,Essense&Co. Magnolia & Wild Fig HBL,G,Discontinued (D),2017-10-24 00:00:00.000,Essense&Co. Magnolia & Wild Fig Hand & Body Lotion,Skin Care,Global Development,Body Care,General Purpose Body Care,Essense&Co,Not Applicable,Body Cream,REGP,Personal & Hair Care,Body Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/334/33454.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/334/33454.ashx?u=0101010000,NULL
32150,Giordani Gold Original EDP,G,Ongoing (N),2016-01-12 00:00:00.000,Giordani Gold Original Eau de Parfum,Fragrances,Global Development,Women Fragrance,Female Fragrance,Giordani Gold,Original,Female Eau de Parfum,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32150.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32150.ashx?u=0101010000,NULL
32151,Hongkong Earrings,G,Limited Life (L),2018-09-16 00:00:00.000,Hongkong Earrings,Accessories,Global Development,Jewellery,Earrings,Non Branded,Not Applicable,Earrings,REGP,Accessories,Jewellery,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32151.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32151.ashx?u=0101010000,NULL
32155,Giordani Gold Man Eau de Toilette,G,Ongoing (N),2016-01-12 00:00:00.000,Giordani Gold Man Eau de Toilette,Fragrances,Global Development,Men Fragrance,Male Fragrance,Giordani Gold,Man,Male Eau de Toilette,REGP,Men Fragrance,Male Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32155.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32155.ashx?u=0101010000,NULL
33168,Sensual Jasmine EDT,G,Ongoing (N),2017-03-28 00:00:00.000,Women´s Collection Sensual Jasmine Eau de Toilette,Fragrances,Global Development,Women Fragrance,Female Fragrance,Oriflame Collection,Women's Collection,Female Eau de Toilette,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/331/33168.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/331/33168.ashx?u=0101010000,NULL
33196,Golden Edition Hand Cream,G,Ongoing (N),2016-12-13 00:00:00.000,Oriflame Golden Edition Hand Cream,Skin Care,Global Development,Hand Care,Hand Care,Hand Care,Hand Care,Hand Cream,REGP,Personal & Hair Care,Hand Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/331/33196.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/331/33196.ashx?u=0101010000,NULL
34332,Loving Care Multi Purpose Cr 150 ml,G,Ongoing (N),2017-09-01 00:00:00.000,Loving Care Multi Purpose Cream,Skin Care,Global Development,Body Care,General Purpose Body Care,Loving Care,Not Applicable,Body Cream,REGP,Personal & Hair Care,Body Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/343/34332.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/343/34332.ashx?u=0101010000,NULL
31601,M&H Smoothing Sugar Scrub,G,Ongoing (N),2015-08-21 00:00:00.000,Milk & Honey Gold smoothing Sugar Scrub,Personal Care,Global Development,Bath & Shower,Body Wash/Shower Gel,Milk & Honey,Gold,Body Scrub,REGP,Personal & Hair Care,Shower gels,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/316/31601.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/316/31601.ashx?u=0101010000,NULL
31602,M&H Gold Nour Hand & Body Cream,G,Ongoing (N),2015-08-21 00:00:00.000,Milk & Honey Gold nourishing Hand & Body Cream,Skin Care,Global Development,Body Care,General Purpose Body Care,Milk & Honey,Gold,Body Cream,REGP,Personal & Hair Care,Body Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/316/31602.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/316/31602.ashx?u=0101010000,NULL
32176,Giordani Gold Man Anti-perspirant R,G,Ongoing (N),2016-01-12 00:00:00.000,Giordani Gold Man Anti-perspirant Roll-On Deodorant,Personal Care,Global Development,Deodorant,Deodorants,Giordani Gold,Man,Men Ext Deodorant Roll-on,REGP,Men Fragrance,Deodorant,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/32/321/32176.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/32/321/32176.ashx?u=0101010000,NULL
33186,The ONE Express Lip Crayon - BPink,G,Discontinued (D),2017-04-18 00:00:00.000,The ONE Express Lip Crayon - Bubble Gum Pink,Colour Cosmetics,Global Development,Lip Products,Lipstick,The ONE,Express,Lipstick Crayon,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/331/33186.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/331/33186.ashx?u=0101010000,NULL
33198,NovAge Men Exfoliating Cleanser,G,Ongoing (N),2017-12-18 00:00:00.000,NovAge Men Purifying & Exfoliating Cleanser,Skin Care,Global Development,Facial Care,Facial Cleansers,Novage,Men,Facial Cleanser,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/331/33198.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/331/33198.ashx?u=0101010000,NULL
33199,NovAge Men Eye Rescue Gel,G,Ongoing (N),2017-12-18 00:00:00.000,NovAge Men Eye Rescue Gel,Skin Care,Global Development,Facial Care,Anti-Agers,Novage,Men,Anti-Aging Eye,REGP,Skin Care,Eye care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/33/331/33199.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/33/331/33199.ashx?u=0101010000,NULL
33201,NovAge Men Anti-Age Face Gel Lotion,G,Ongoing (N),2017-12-18 00:00:00.000,NovAge Men Intense Anti-Ageing Face Gel Lotion,Skin Care,Global Development,Facial Care,Anti-Agers,Novage,Men,Anti-Aging Men,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/332/33201.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/332/33201.ashx?u=0101010000,NULL
32623,LN Shampoo Tea Tree Oil & Burdock,G,Ongoing (N),2017-03-28 00:00:00.000,Love Nature Shampoo for Dandruff Control Tea Tree Oil & Burdock,Hair Care,Global Development,Shampoos,Shampoos,Love Nature,For Flaky Scalp,Shampoo,REGP,Personal & Hair Care,Hair Shampoo,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32623.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32623.ashx?u=0101010000,NULL
32624,LN 2in1 Shamp Avoc Oil & Chamomile,G,Ongoing (N),2017-04-18 00:00:00.000,Love Nature 2in1 Shampoo for All Hair Types Avocado Oil & Chamomile,Hair Care,Global Development,2in1,2in1,Love Nature,For All Hair Types,2in1,REGP,Personal & Hair Care,Hair Shampoo,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32624.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32624.ashx?u=0101010000,NULL
32625,LN Shampoo Nettle & Lemon,G,Ongoing (N),2017-03-07 00:00:00.000,Love Nature Shampoo for Oily Hair Nettle & Lemon,Hair Care,Global Development,Shampoos,Shampoos,Love Nature,For Oily Hair,Shampoo,REGP,Personal & Hair Care,Hair Shampoo,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32625.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32625.ashx?u=0101010000,NULL
32646,Pure Skin Purifying Face Wash,G,Ongoing (N),2016-09-20 00:00:00.000,Pure Skin Purifying Face Wash,Skin Care,Global Development,Facial Care,Acne Treatment,Pure Skin,Not Applicable,Acne Cleanser,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32646.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32646.ashx?u=0101010000,NULL
32647,Pure Skin 2-in-1 Face Wash & Scrub,G,Ongoing (N),2016-09-20 00:00:00.000,Pure Skin 2-in-1 Face Wash & Scrub,Skin Care,Global Development,Facial Care,Acne Treatment,Pure Skin,Not Applicable,Acne Cleanser,REGP,Skin Care,Exfoliants and Masks,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32647.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32647.ashx?u=0101010000,NULL
33844,TO Colour Stylist Lipstick - Tangel,G,Limited Life (L),2018-05-13 00:00:00.000,The ONE 5-in-1 Colour Stylist Lipstick - Fresh Tangelo,Colour Cosmetics,Global Development,Lip Products,Lipstick,The ONE,Everyday Beauty,Lip Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/338/33844.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/338/33844.ashx?u=0101010000,NULL
35010,The ONE LW Nail Polish - MGreen,G,Limited Life (L),2018-02-05 00:00:00.000,The ONE Long Wear Nail Polish - Matcha Green,Colour Cosmetics,Global Development,Nail Products,Nail Polish,The ONE,Long Wear Nail Polish,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/35/350/35010.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/35/350/35010.ashx?u=0101010000,NULL
31326,Feminelle Protecting Wash,G,Discontinued (D),2015-04-17 00:00:00.000,Feminelle Protecting Intimate Wash,Personal Care,Global Development,Bath & Shower,Intimate Hygiene,Feminelle,Feminelle,Intimate Wash,REGP,Personal & Hair Care,Intimate Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/31/313/31326.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/31/313/31326.ashx?u=0101010000,NULL
33459,Feminelle Mild Wash Chamomile,G,Discontinued (D),2017-08-22 00:00:00.000,Feminelle Mild Intimate Wash,Personal Care,Global Development,Bath & Shower,Intimate Hygiene,Feminelle,Feminelle,Intimate Wash,REGP,Personal & Hair Care,Intimate Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/334/33459.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/334/33459.ashx?u=0101010000,NULL
34039,Feminelle Intimate Wash Orchid,G,Discontinued (D),2017-12-31 00:00:00.000,Feminelle Comforting Intimate Wash,Personal Care,Global Development,Bath & Shower,Intimate Hygiene,Feminelle,Feminelle,Intimate Wash,REGP,Personal & Hair Care,Intimate Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/340/34039.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/340/34039.ashx?u=0101010000,NULL
31606,M&H Gold Moisturising Hand Cream,G,Ongoing (N),2015-08-21 00:00:00.000,Milk & Honey Gold moisturising Hand Cream,Skin Care,Global Development,Hand Care,Hand Care,Milk & Honey,Gold,Hand Cream,REGP,Personal & Hair Care,Hand Care,https://media-asia-cdn.oriflame.com/-/media/PL/Images/Catalog/Products/31606.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/PL/Images/Catalog/Products/31606.ashx?u=0101010000,NULL
32197,Ecobeauty Cleansing Milk,G,Ongoing (N),2016-04-05 00:00:00.000,Ecobeauty Cleansing Milk,Skin Care,Global Development,Facial Care,Facial Cleansers,Ecobeauty,Not Applicable,Facial Cleanser,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32197.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32197.ashx?u=0101010000,NULL
